OTU.ID,Sample,Proportion
OTU51283,S008816,0.000101409593347531
OTU24429,S008816,0.000507047966737653
OTU16679,S008816,0.000101409593347531
OTU94020,S008816,0.000304228780042592
OTU72480,S008816,0.00212960146029814
OTU1284,S008816,0.00152114390021296
OTU47141,S008816,0.000709867153432715
OTU96086,S008816,0.000912686340127776
OTU30009,S008816,0.000608457560085184
OTU97703,S008816,0.000101409593347531
OTU26541,S008816,0.000101409593347531
OTU27893,S008816,0.000101409593347531
OTU46062,S008816,0.000202819186695061
OTU4243,S008816,0.000304228780042592
OTU89489,S008816,0.000304228780042592
OTU33899,S008816,0.000101409593347531
OTU6639,S008816,0.000304228780042592
OTU61153,S008816,0.000101409593347531
OTU23611,S008816,0.000101409593347531
OTU61803,S008816,0.00780853868775986
OTU26693,S008816,0.000304228780042592
OTU74187,S008816,0.00730149072102221
OTU47187,S008816,0.000101409593347531
OTU58162,S008816,0.000101409593347531
OTU42595,S008816,0.000202819186695061
OTU30234,S008816,0.000405638373390123
OTU86508,S008816,0.000202819186695061
OTU60088,S008816,0.000304228780042592
OTU17696,S008816,0.000304228780042592
OTU30010,S008816,0.000101409593347531
OTU28573,S008816,0.00223101105364567
OTU11114,S008816,0.000405638373390123
OTU1023,S008816,0.000101409593347531
OTU65997,S008816,0.000101409593347531
OTU36484,S008816,0.000101409593347531
OTU71762,S008816,0.000405638373390123
OTU26338,S008816,0.000101409593347531
OTU62539,S008816,0.000101409593347531
OTU47559,S008816,0.000101409593347531
OTU74624,S008816,0.000101409593347531
OTU35631,S008816,0.000101409593347531
OTU42858,S008816,0.000101409593347531
OTU63052,S008816,0.000202819186695061
OTU63322,S008816,0.000101409593347531
OTU24487,S008816,0.000101409593347531
OTU38018,S008816,0.000101409593347531
OTU95346,S008817,0.000101342791993919
OTU150,S008817,0.0434760577653914
OTU763,S008817,0.28583734481885
OTU409,S008817,5.06713959969597e-05
OTU12347,S008817,5.06713959969597e-05
OTU20869,S008817,5.06713959969597e-05
OTU14879,S008817,0.0148467190271092
OTU52764,S008817,0.000101342791993919
OTU75334,S008817,5.06713959969597e-05
OTU94346,S008817,0.273068153027616
OTU11466,S008817,0.159361540410438
OTU224,S008817,5.06713959969597e-05
OTU5529,S008817,5.06713959969597e-05
OTU97283,S008817,0.00304028375981758
OTU1447,S008817,0.0186470737268812
OTU12618,S008817,0.0406384595895617
OTU410,S008817,0.000506713959969597
OTU1439,S008817,0.000557385355966557
OTU1648,S008817,0.000456042563972637
OTU2677,S008817,5.06713959969597e-05
OTU5570,S008817,5.06713959969597e-05
OTU107196,S008817,0.000101342791993919
OTU956,S008817,0.0356726627818596
OTU78221,S008817,0.0158601469470484
OTU49692,S008817,0.000202685583987839
OTU666,S008817,0.000456042563972637
OTU61757,S008817,0.00663795287560172
OTU1370,S008817,0.000253356979984799
OTU3013,S008817,0.000101342791993919
OTU88760,S008817,0.000253356979984799
OTU35001,S008817,0.000253356979984799
OTU1752,S008817,0.00116544210793007
OTU60927,S008817,0.00714466683557132
OTU2571,S008817,0.000202685583987839
OTU22483,S008817,0.000760070939954396
OTU252,S008817,0.000861413731948315
OTU8142,S008817,5.06713959969597e-05
OTU83482,S008817,0.000101342791993919
OTU55884,S008817,0.000760070939954396
OTU75265,S008817,0.021383329110717
OTU16029,S008817,0.000101342791993919
OTU56336,S008817,0.00319229794780846
OTU22826,S008817,0.0324296934380542
OTU836,S008817,0.000354699771978718
OTU73990,S008817,0.000760070939954396
OTU18620,S008817,0.000456042563972637
OTU84646,S008817,0.00709399543957436
OTU52676,S008817,5.06713959969597e-05
OTU47726,S008817,0.000101342791993919
OTU618,S008817,5.06713959969597e-05
OTU1268,S008817,0.000354699771978718
OTU8513,S008817,0.00192551304788447
OTU11951,S008817,0.000152014187990879
OTU64969,S008817,5.06713959969597e-05
OTU80517,S008817,0.000253356979984799
OTU51283,S008817,0.000304028375981758
OTU86656,S008817,5.06713959969597e-05
OTU16679,S008817,0.000304028375981758
OTU67423,S008817,0.000253356979984799
OTU7616,S008817,0.000101342791993919
OTU13122,S008817,5.06713959969597e-05
OTU55764,S008817,0.000405371167975678
OTU11579,S008817,5.06713959969597e-05
OTU1284,S008817,0.00466176843172029
OTU47141,S008817,0.000861413731948315
OTU96086,S008817,0.00121611350392703
OTU30009,S008817,0.00121611350392703
OTU68030,S008817,5.06713959969597e-05
OTU35442,S008817,0.000202685583987839
OTU6465,S008817,0.00111477071193311
OTU86531,S008817,5.06713959969597e-05
OTU64126,S008817,0.000152014187990879
OTU2700,S008817,0.000101342791993919
OTU97703,S008817,5.06713959969597e-05
OTU26541,S008817,0.000152014187990879
OTU9489,S008817,0.000202685583987839
OTU1519,S008817,0.000101342791993919
OTU38683,S008817,5.06713959969597e-05
OTU46062,S008817,0.000506713959969597
OTU4243,S008817,0.000354699771978718
OTU85569,S008817,5.06713959969597e-05
OTU89489,S008817,0.000101342791993919
OTU20785,S008817,0.000456042563972637
OTU16072,S008817,0.000101342791993919
OTU61153,S008817,5.06713959969597e-05
OTU26693,S008817,5.06713959969597e-05
OTU76837,S008817,5.06713959969597e-05
OTU47187,S008817,0.000202685583987839
OTU58162,S008817,0.000152014187990879
OTU17242,S008817,0.000709399543957436
OTU38697,S008817,0.000101342791993919
OTU93243,S008817,0.000152014187990879
OTU89221,S008817,5.06713959969597e-05
OTU65409,S008817,5.06713959969597e-05
OTU42595,S008817,0.000202685583987839
OTU45793,S008817,0.000253356979984799
OTU54839,S008817,5.06713959969597e-05
OTU104093,S008817,0.000152014187990879
OTU86508,S008817,0.000152014187990879
OTU18687,S008817,5.06713959969597e-05
OTU17696,S008817,0.000101342791993919
OTU58978,S008817,0.000152014187990879
OTU50986,S008817,0.000101342791993919
OTU1072,S008817,5.06713959969597e-05
OTU72274,S008817,5.06713959969597e-05
OTU30010,S008817,0.000152014187990879
OTU10790,S008817,0.000152014187990879
OTU26314,S008817,0.000101342791993919
OTU54809,S008817,5.06713959969597e-05
OTU60086,S008817,5.06713959969597e-05
OTU78192,S008817,0.000101342791993919
OTU28587,S008817,5.06713959969597e-05
OTU42580,S008817,0.000304028375981758
OTU21935,S008817,0.000101342791993919
OTU11114,S008817,0.000101342791993919
OTU1023,S008817,0.000101342791993919
OTU36484,S008817,0.000152014187990879
OTU102408,S008817,5.06713959969597e-05
OTU93490,S008817,0.000253356979984799
OTU102912,S008817,5.06713959969597e-05
OTU42604,S008817,0.000101342791993919
OTU31411,S008817,0.000101342791993919
OTU23860,S008817,5.06713959969597e-05
OTU71762,S008817,0.000101342791993919
OTU54842,S008817,5.06713959969597e-05
OTU93076,S008817,5.06713959969597e-05
OTU26338,S008817,5.06713959969597e-05
OTU62539,S008817,5.06713959969597e-05
OTU40999,S008817,0.000101342791993919
OTU7117,S008817,0.000202685583987839
OTU19014,S008817,5.06713959969597e-05
OTU83134,S008817,5.06713959969597e-05
OTU84866,S008817,0.000152014187990879
OTU82001,S008817,5.06713959969597e-05
OTU39521,S008817,5.06713959969597e-05
OTU1295,S008817,5.06713959969597e-05
OTU19955,S008817,5.06713959969597e-05
OTU51498,S008817,5.06713959969597e-05
OTU65908,S008817,5.06713959969597e-05
OTU66492,S008817,5.06713959969597e-05
OTU95346,S009070,6.36618283677107e-05
OTU150,S009070,0.148523045581869
OTU763,S009070,0.198879551820728
OTU409,S009070,0.000381970970206264
OTU96765,S009070,6.36618283677107e-05
OTU14879,S009070,0.00369238604532722
OTU52764,S009070,6.36618283677107e-05
OTU521,S009070,6.36618283677107e-05
OTU97283,S009070,0.0100585688820983
OTU4186,S009070,6.36618283677107e-05
OTU1447,S009070,0.0416348357524828
OTU1439,S009070,0.000509294626941686
OTU1648,S009070,0.000381970970206264
OTU2677,S009070,0.000127323656735421
OTU956,S009070,0.0297300738477209
OTU78221,S009070,0.00910364145658263
OTU1859,S009070,0.14514896867838
OTU58181,S009070,0.0667175961293608
OTU49692,S009070,0.000572956455309397
OTU666,S009070,0.00993124522536287
OTU61757,S009070,0.00146422205245735
OTU1370,S009070,0.00159154570919277
OTU6501,S009070,0.000127323656735421
OTU1410,S009070,0.263687293099058
OTU776,S009070,0.0012095747389865
OTU80767,S009070,0.000636618283677107
OTU88760,S009070,0.000636618283677107
OTU35001,S009070,6.36618283677107e-05
OTU1752,S009070,0.000509294626941686
OTU60927,S009070,0.0053475935828877
OTU2571,S009070,0.000254647313470843
OTU22483,S009070,0.000381970970206264
OTU83482,S009070,0.000318309141838554
OTU55884,S009070,0.000572956455309397
OTU75265,S009070,0.00140056022408964
OTU56336,S009070,0.0103768780239368
OTU22566,S009070,0.00757575757575758
OTU11163,S009070,0.00101858925388337
OTU18620,S009070,6.36618283677107e-05
OTU42816,S009070,0.00432900432900433
OTU2259,S009070,6.36618283677107e-05
OTU52261,S009070,0.000572956455309397
OTU388,S009070,6.36618283677107e-05
OTU47726,S009070,0.000318309141838554
OTU77105,S009070,0.000127323656735421
OTU1268,S009070,0.000254647313470843
OTU64969,S009070,6.36618283677107e-05
OTU80517,S009070,0.000509294626941686
OTU51283,S009070,0.000318309141838554
OTU86656,S009070,0.000509294626941686
OTU16679,S009070,0.00108225108225108
OTU67423,S009070,0.000381970970206264
OTU7616,S009070,0.000381970970206264
OTU13122,S009070,0.000127323656735421
OTU47832,S009070,0.000190985485103132
OTU54046,S009070,0.000509294626941686
OTU55764,S009070,0.00114591291061879
OTU47141,S009070,0.000572956455309397
OTU96086,S009070,0.00089126559714795
OTU30009,S009070,0.00133689839572193
OTU68030,S009070,0.000254647313470843
OTU35442,S009070,0.000190985485103132
OTU64126,S009070,6.36618283677107e-05
OTU63,S009070,6.36618283677107e-05
OTU2700,S009070,6.36618283677107e-05
OTU107119,S009070,0.00216450216450216
OTU37026,S009070,6.36618283677107e-05
OTU97703,S009070,6.36618283677107e-05
OTU9489,S009070,0.000318309141838554
OTU93436,S009070,0.000127323656735421
OTU29631,S009070,0.00261013496307614
OTU1519,S009070,0.000127323656735421
OTU38683,S009070,0.000127323656735421
OTU46062,S009070,0.000318309141838554
OTU4243,S009070,0.000190985485103132
OTU20441,S009070,0.000509294626941686
OTU52458,S009070,0.00865800865800866
OTU89489,S009070,0.000190985485103132
OTU33899,S009070,6.36618283677107e-05
OTU20785,S009070,0.000254647313470843
OTU65165,S009070,0.000127323656735421
OTU61153,S009070,0.000127323656735421
OTU13118,S009070,6.36618283677107e-05
OTU23611,S009070,0.000127323656735421
OTU76837,S009070,0.000190985485103132
OTU47187,S009070,6.36618283677107e-05
OTU58162,S009070,0.000381970970206264
OTU101170,S009070,0.000190985485103132
OTU1123,S009070,6.36618283677107e-05
OTU93243,S009070,0.000127323656735421
OTU35328,S009070,0.000318309141838554
OTU14378,S009070,6.36618283677107e-05
OTU5539,S009070,0.000381970970206264
OTU65409,S009070,6.36618283677107e-05
OTU42595,S009070,6.36618283677107e-05
OTU45793,S009070,0.000127323656735421
OTU104093,S009070,0.000190985485103132
OTU87252,S009070,6.36618283677107e-05
OTU60088,S009070,0.000127323656735421
OTU84872,S009070,0.000318309141838554
OTU83285,S009070,6.36618283677107e-05
OTU18687,S009070,0.000190985485103132
OTU58978,S009070,0.000127323656735421
OTU50986,S009070,6.36618283677107e-05
OTU30010,S009070,0.000381970970206264
OTU4375,S009070,6.36618283677107e-05
OTU10790,S009070,0.000190985485103132
OTU26314,S009070,6.36618283677107e-05
OTU38397,S009070,6.36618283677107e-05
OTU4065,S009070,6.36618283677107e-05
OTU30817,S009070,0.000381970970206264
OTU52909,S009070,6.36618283677107e-05
OTU21935,S009070,6.36618283677107e-05
OTU1023,S009070,0.000127323656735421
OTU40061,S009070,6.36618283677107e-05
OTU15064,S009070,6.36618283677107e-05
OTU92029,S009070,6.36618283677107e-05
OTU36484,S009070,6.36618283677107e-05
OTU102912,S009070,6.36618283677107e-05
OTU71762,S009070,6.36618283677107e-05
OTU26338,S009070,6.36618283677107e-05
OTU9049,S009070,0.000190985485103132
OTU3346,S009070,6.36618283677107e-05
OTU91366,S009070,0.000190985485103132
OTU85486,S009070,6.36618283677107e-05
OTU76125,S009070,6.36618283677107e-05
OTU74624,S009070,6.36618283677107e-05
OTU22635,S009070,0.000127323656735421
OTU23813,S009070,6.36618283677107e-05
OTU74948,S009070,6.36618283677107e-05
OTU101800,S009070,6.36618283677107e-05
OTU2685,S009070,6.36618283677107e-05
OTU91337,S009070,0.000190985485103132
OTU6734,S009070,6.36618283677107e-05
OTU28538,S009070,6.36618283677107e-05
OTU51,S009072,0.000120199531221828
OTU150,S009072,0.279343710559529
OTU763,S009072,0.120199531221828
OTU409,S009072,0.000841396718552798
OTU12347,S009072,6.00997656109141e-05
OTU14879,S009072,0.215818258308793
OTU94346,S009072,0.0829977763086724
OTU181,S009072,0.0131017489031793
OTU59,S009072,6.00997656109141e-05
OTU97283,S009072,0.018871326401827
OTU4186,S009072,0.00210349179638199
OTU1447,S009072,0.0832381753711161
OTU12618,S009072,6.00997656109141e-05
OTU410,S009072,0.0012620950778292
OTU1439,S009072,0.00144239437466194
OTU1648,S009072,0.000480798124887313
OTU2677,S009072,0.000540897890498227
OTU107196,S009072,0.000480798124887313
OTU956,S009072,0.0176693310896088
OTU78221,S009072,0.0103371596850772
OTU49692,S009072,0.000781296952941884
OTU666,S009072,0.00414688382715307
OTU61757,S009072,0.0843199711521125
OTU1370,S009072,0.0012620950778292
OTU8807,S009072,0.00186309273393834
OTU3013,S009072,0.000180299296832742
OTU6501,S009072,0.000180299296832742
OTU79705,S009072,0.00474788148326222
OTU776,S009072,6.00997656109141e-05
OTU75855,S009072,6.00997656109141e-05
OTU30926,S009072,0.000901496484163712
OTU23071,S009072,6.00997656109141e-05
OTU44409,S009072,0.000300498828054571
OTU80767,S009072,0.000420698359276399
OTU88760,S009072,0.000901496484163712
OTU35213,S009072,6.00997656109141e-05
OTU35001,S009072,0.000120199531221828
OTU1752,S009072,0.000540897890498227
OTU60927,S009072,0.00306508804615662
OTU650,S009072,0.00480798124887313
OTU2571,S009072,6.00997656109141e-05
OTU22483,S009072,0.000300498828054571
OTU252,S009072,0.00420698359276399
OTU31944,S009072,6.00997656109141e-05
OTU83482,S009072,0.000240399062443656
OTU45559,S009072,0.000360598593665485
OTU75265,S009072,6.00997656109141e-05
OTU84479,S009072,6.00997656109141e-05
OTU1979,S009072,0.000360598593665485
OTU6410,S009072,0.000420698359276399
OTU598,S009072,0.00162269367149468
OTU23141,S009072,0.000120199531221828
OTU18620,S009072,0.000360598593665485
OTU2259,S009072,6.00997656109141e-05
OTU15715,S009072,0.000360598593665485
OTU52261,S009072,0.000480798124887313
OTU8497,S009072,0.000480798124887313
OTU47726,S009072,0.00108179578099645
OTU618,S009072,0.000120199531221828
OTU12232,S009072,0.000781296952941884
OTU77105,S009072,6.00997656109141e-05
OTU2109,S009072,6.00997656109141e-05
OTU79531,S009072,0.000180299296832742
OTU28591,S009072,6.00997656109141e-05
OTU80517,S009072,0.00114189554660737
OTU51283,S009072,0.00144239437466194
OTU37849,S009072,6.00997656109141e-05
OTU86656,S009072,0.000120199531221828
OTU24429,S009072,0.00114189554660737
OTU16679,S009072,0.00210349179638199
OTU94020,S009072,0.00330548710860028
OTU67423,S009072,0.000781296952941884
OTU7616,S009072,6.00997656109141e-05
OTU101670,S009072,6.00997656109141e-05
OTU47832,S009072,0.000180299296832742
OTU54046,S009072,0.000360598593665485
OTU55764,S009072,0.00270448945249114
OTU1284,S009072,0.000961596249774626
OTU60694,S009072,6.00997656109141e-05
OTU105827,S009072,6.00997656109141e-05
OTU47141,S009072,0.000841396718552798
OTU96086,S009072,0.000420698359276399
OTU30009,S009072,0.000540897890498227
OTU68030,S009072,0.000120199531221828
OTU35442,S009072,0.00102169601538554
OTU2471,S009072,0.000120199531221828
OTU86531,S009072,0.000180299296832742
OTU64126,S009072,0.000240399062443656
OTU63,S009072,0.000240399062443656
OTU2700,S009072,0.000120199531221828
OTU37026,S009072,0.000180299296832742
OTU97703,S009072,0.000120199531221828
OTU26541,S009072,6.00997656109141e-05
OTU9489,S009072,0.000240399062443656
OTU1519,S009072,0.000600997656109141
OTU38683,S009072,0.000120199531221828
OTU3799,S009072,6.00997656109141e-05
OTU27893,S009072,6.00997656109141e-05
OTU46062,S009072,6.00997656109141e-05
OTU4243,S009072,0.000180299296832742
OTU85569,S009072,0.000120199531221828
OTU58064,S009072,6.00997656109141e-05
OTU89489,S009072,0.000120199531221828
OTU20785,S009072,0.000180299296832742
OTU6639,S009072,0.000721197187330969
OTU3481,S009072,0.000120199531221828
OTU40344,S009072,6.00997656109141e-05
OTU8608,S009072,6.00997656109141e-05
OTU13118,S009072,6.00997656109141e-05
OTU23611,S009072,0.000120199531221828
OTU76837,S009072,0.000180299296832742
OTU47187,S009072,6.00997656109141e-05
OTU58162,S009072,6.00997656109141e-05
OTU5785,S009072,6.00997656109141e-05
OTU101170,S009072,0.000180299296832742
OTU93243,S009072,0.000480798124887313
OTU53408,S009072,0.000300498828054571
OTU89221,S009072,6.00997656109141e-05
OTU14378,S009072,0.000120199531221828
OTU5539,S009072,6.00997656109141e-05
OTU65409,S009072,0.000420698359276399
OTU42595,S009072,0.000180299296832742
OTU30234,S009072,0.000841396718552798
OTU45793,S009072,0.000180299296832742
OTU541,S009072,0.000120199531221828
OTU54839,S009072,6.00997656109141e-05
OTU104093,S009072,0.000180299296832742
OTU53175,S009072,6.00997656109141e-05
OTU86508,S009072,0.000120199531221828
OTU14526,S009072,6.00997656109141e-05
OTU69806,S009072,6.00997656109141e-05
OTU87252,S009072,6.00997656109141e-05
OTU18687,S009072,0.000180299296832742
OTU17696,S009072,0.00108179578099645
OTU58978,S009072,0.000240399062443656
OTU50986,S009072,6.00997656109141e-05
OTU3444,S009072,6.00997656109141e-05
OTU1072,S009072,0.000240399062443656
OTU30010,S009072,6.00997656109141e-05
OTU4375,S009072,6.00997656109141e-05
OTU38397,S009072,6.00997656109141e-05
OTU592,S009072,6.00997656109141e-05
OTU60086,S009072,6.00997656109141e-05
OTU81358,S009072,6.00997656109141e-05
OTU479,S009072,6.00997656109141e-05
OTU4065,S009072,6.00997656109141e-05
OTU38107,S009072,6.00997656109141e-05
OTU78192,S009072,6.00997656109141e-05
OTU21935,S009072,6.00997656109141e-05
OTU11114,S009072,0.000360598593665485
OTU1023,S009072,0.000120199531221828
OTU15064,S009072,6.00997656109141e-05
OTU92029,S009072,0.000120199531221828
OTU36484,S009072,6.00997656109141e-05
OTU102912,S009072,6.00997656109141e-05
OTU71762,S009072,0.000180299296832742
OTU89208,S009072,0.000120199531221828
OTU36577,S009072,6.00997656109141e-05
OTU49887,S009072,6.00997656109141e-05
OTU37464,S009072,6.00997656109141e-05
OTU1790,S009072,6.00997656109141e-05
OTU43743,S009072,6.00997656109141e-05
OTU49786,S009072,6.00997656109141e-05
OTU62539,S009072,0.000120199531221828
OTU15765,S009072,6.00997656109141e-05
OTU79521,S009072,6.00997656109141e-05
OTU14548,S009072,6.00997656109141e-05
OTU74624,S009072,6.00997656109141e-05
OTU40055,S009072,6.00997656109141e-05
OTU50220,S009072,6.00997656109141e-05
OTU41370,S009072,6.00997656109141e-05
OTU45932,S009072,6.00997656109141e-05
OTU10093,S009072,6.00997656109141e-05
OTU95346,S009092,3.30109266167101e-05
OTU150,S009092,0.194137259432872
OTU763,S009092,0.0573069686066088
OTU409,S009092,0.000528174825867362
OTU26272,S009092,3.30109266167101e-05
OTU14879,S009092,0.143366454296372
OTU94346,S009092,0.00878090648004489
OTU181,S009092,0.0606410721948965
OTU97283,S009092,0.0175618129600898
OTU4186,S009092,0.00722939292905952
OTU1447,S009092,0.0602779520021127
OTU410,S009092,0.00102333872511801
OTU1439,S009092,0.00112237150496814
OTU1648,S009092,3.30109266167101e-05
OTU2677,S009092,0.000792262238801043
OTU33842,S009092,3.30109266167101e-05
OTU54049,S009092,3.30109266167101e-05
OTU107196,S009092,0.00158452447760209
OTU956,S009092,0.00772455682831017
OTU78221,S009092,0.00396131119400522
OTU1859,S009092,0.0436404449872908
OTU58181,S009092,0.0201696761628099
OTU49692,S009092,0.000990327798501304
OTU666,S009092,0.0108605948568976
OTU61757,S009092,0.049087247879048
OTU1370,S009092,0.00247581949625326
OTU8807,S009092,0.00963919057207936
OTU6501,S009092,9.90327798501304e-05
OTU79705,S009092,0.0994949328227643
OTU1410,S009092,0.0234047469712475
OTU776,S009092,0.000330109266167101
OTU267,S009092,0.0264417522199848
OTU80767,S009092,0.000429142046017232
OTU88760,S009092,0.000297098339550391
OTU35213,S009092,3.30109266167101e-05
OTU35001,S009092,3.30109266167101e-05
OTU1752,S009092,0.000165054633083551
OTU60927,S009092,0.00221173208331958
OTU2571,S009092,3.30109266167101e-05
OTU22483,S009092,0.000165054633083551
OTU252,S009092,0.00240979764301984
OTU53045,S009092,3.30109266167101e-05
OTU83482,S009092,0.00204667745023603
OTU45559,S009092,0.0128082395272835
OTU55884,S009092,0.000528174825867362
OTU75265,S009092,6.60218532334203e-05
OTU16029,S009092,0.00250883042286997
OTU56336,S009092,0.0148549169775196
OTU22566,S009092,0.000660218532334203
OTU1979,S009092,0.00680025088304229
OTU94763,S009092,3.30109266167101e-05
OTU11163,S009092,3.30109266167101e-05
OTU598,S009092,0.045786155217377
OTU23141,S009092,0.00115538243158485
OTU18620,S009092,0.000198065559700261
OTU42816,S009092,0.000726240385567623
OTU2259,S009092,0.000627207605717493
OTU15715,S009092,0.00382926748753838
OTU52261,S009092,0.00125441521143499
OTU8497,S009092,0.00841778628726108
OTU388,S009092,3.30109266167101e-05
OTU47726,S009092,0.00112237150496814
OTU618,S009092,6.60218532334203e-05
OTU77105,S009092,6.60218532334203e-05
OTU1268,S009092,0.00125441521143499
OTU2109,S009092,3.30109266167101e-05
OTU79531,S009092,0.000891295018651174
OTU64969,S009092,3.30109266167101e-05
OTU28083,S009092,3.30109266167101e-05
OTU80517,S009092,0.000660218532334203
OTU51283,S009092,0.0012874261380517
OTU86656,S009092,0.000495163899250652
OTU24429,S009092,0.000396131119400522
OTU16679,S009092,0.00158452447760209
OTU67423,S009092,0.000429142046017232
OTU7616,S009092,3.30109266167101e-05
OTU13122,S009092,3.30109266167101e-05
OTU47832,S009092,6.60218532334203e-05
OTU54046,S009092,0.000198065559700261
OTU85568,S009092,3.30109266167101e-05
OTU55764,S009092,0.00118839335820156
OTU105827,S009092,6.60218532334203e-05
OTU47141,S009092,0.000330109266167101
OTU96086,S009092,0.000198065559700261
OTU30009,S009092,0.000297098339550391
OTU68030,S009092,3.30109266167101e-05
OTU362,S009092,0.00283893968903707
OTU35442,S009092,0.000330109266167101
OTU84831,S009092,6.60218532334203e-05
OTU2471,S009092,0.000165054633083551
OTU86531,S009092,3.30109266167101e-05
OTU64126,S009092,0.000198065559700261
OTU3138,S009092,0.00234377578978642
OTU69354,S009092,3.30109266167101e-05
OTU63,S009092,0.000132043706466841
OTU2700,S009092,9.90327798501304e-05
OTU37026,S009092,0.000198065559700261
OTU97703,S009092,0.000561185752484072
OTU54932,S009092,0.000165054633083551
OTU9489,S009092,6.60218532334203e-05
OTU93436,S009092,9.90327798501304e-05
OTU29631,S009092,0.000330109266167101
OTU1519,S009092,0.000594196679100782
OTU38683,S009092,9.90327798501304e-05
OTU73085,S009092,0.000132043706466841
OTU3799,S009092,6.60218532334203e-05
OTU25378,S009092,0.000957316871884594
OTU34287,S009092,0.000198065559700261
OTU46062,S009092,9.90327798501304e-05
OTU4243,S009092,3.30109266167101e-05
OTU85569,S009092,0.000231076486316971
OTU20441,S009092,0.000165054633083551
OTU78390,S009092,3.30109266167101e-05
OTU52458,S009092,0.00122140428481827
OTU89489,S009092,3.30109266167101e-05
OTU20785,S009092,6.60218532334203e-05
OTU6639,S009092,0.000924305945267884
OTU3481,S009092,0.000627207605717493
OTU40344,S009092,6.60218532334203e-05
OTU65165,S009092,6.60218532334203e-05
OTU41355,S009092,0.000363120192783811
OTU16072,S009092,3.30109266167101e-05
OTU61153,S009092,0.000132043706466841
OTU79373,S009092,3.30109266167101e-05
OTU23611,S009092,0.000198065559700261
OTU76837,S009092,0.000264087412933681
OTU47187,S009092,6.60218532334203e-05
OTU58162,S009092,3.30109266167101e-05
OTU101170,S009092,0.000297098339550391
OTU87807,S009092,0.000231076486316971
OTU107118,S009092,9.90327798501304e-05
OTU93243,S009092,0.000165054633083551
OTU19697,S009092,0.000132043706466841
OTU53408,S009092,0.000132043706466841
OTU83222,S009092,3.30109266167101e-05
OTU35328,S009092,6.60218532334203e-05
OTU82780,S009092,3.30109266167101e-05
OTU14378,S009092,3.30109266167101e-05
OTU5539,S009092,9.90327798501304e-05
OTU65409,S009092,0.000363120192783811
OTU42595,S009092,3.30109266167101e-05
OTU30234,S009092,0.000429142046017232
OTU45793,S009092,3.30109266167101e-05
OTU205,S009092,3.30109266167101e-05
OTU104093,S009092,9.90327798501304e-05
OTU17793,S009092,0.000132043706466841
OTU681,S009092,3.30109266167101e-05
OTU14526,S009092,9.90327798501304e-05
OTU87252,S009092,0.000198065559700261
OTU60088,S009092,3.30109266167101e-05
OTU84872,S009092,0.000132043706466841
OTU83285,S009092,0.000231076486316971
OTU18687,S009092,6.60218532334203e-05
OTU17696,S009092,0.000660218532334203
OTU50986,S009092,3.30109266167101e-05
OTU1072,S009092,9.90327798501304e-05
OTU30010,S009092,0.000198065559700261
OTU18371,S009092,3.30109266167101e-05
OTU4375,S009092,0.00254184134948668
OTU25678,S009092,0.000330109266167101
OTU10790,S009092,0.000429142046017232
OTU26314,S009092,0.000198065559700261
OTU4815,S009092,3.30109266167101e-05
OTU45944,S009092,3.30109266167101e-05
OTU54330,S009092,9.90327798501304e-05
OTU38397,S009092,3.30109266167101e-05
OTU81358,S009092,3.30109266167101e-05
OTU479,S009092,6.60218532334203e-05
OTU4065,S009092,0.000693229458950913
OTU105245,S009092,6.60218532334203e-05
OTU30817,S009092,0.000429142046017232
OTU38107,S009092,3.30109266167101e-05
OTU33117,S009092,0.000297098339550391
OTU52909,S009092,9.90327798501304e-05
OTU26611,S009092,9.90327798501304e-05
OTU7504,S009092,6.60218532334203e-05
OTU72996,S009092,6.60218532334203e-05
OTU21935,S009092,3.30109266167101e-05
OTU11114,S009092,0.000660218532334203
OTU234,S009092,3.30109266167101e-05
OTU57563,S009092,6.60218532334203e-05
OTU40061,S009092,9.90327798501304e-05
OTU15064,S009092,0.000132043706466841
OTU92029,S009092,3.30109266167101e-05
OTU65997,S009092,0.000132043706466841
OTU70683,S009092,3.30109266167101e-05
OTU71762,S009092,0.000132043706466841
OTU88700,S009092,3.30109266167101e-05
OTU54842,S009092,3.30109266167101e-05
OTU13105,S009092,9.90327798501304e-05
OTU89208,S009092,0.000165054633083551
OTU36577,S009092,3.30109266167101e-05
OTU49887,S009092,3.30109266167101e-05
OTU25652,S009092,3.30109266167101e-05
OTU22036,S009092,6.60218532334203e-05
OTU49229,S009092,3.30109266167101e-05
OTU41645,S009092,3.30109266167101e-05
OTU49786,S009092,6.60218532334203e-05
OTU98242,S009092,3.30109266167101e-05
OTU92768,S009092,3.30109266167101e-05
OTU62539,S009092,9.90327798501304e-05
OTU61989,S009092,3.30109266167101e-05
OTU11477,S009092,3.30109266167101e-05
OTU14548,S009092,3.30109266167101e-05
OTU80339,S009092,6.60218532334203e-05
OTU51688,S009092,6.60218532334203e-05
OTU74624,S009092,9.90327798501304e-05
OTU10816,S009092,6.60218532334203e-05
OTU40055,S009092,6.60218532334203e-05
OTU83588,S009092,6.60218532334203e-05
OTU9623,S009092,3.30109266167101e-05
OTU21704,S009092,3.30109266167101e-05
OTU16101,S009092,3.30109266167101e-05
OTU100775,S009092,6.60218532334203e-05
OTU99971,S009092,3.30109266167101e-05
OTU94503,S009092,3.30109266167101e-05
OTU97289,S009092,6.60218532334203e-05
